Reaction name	!	Stoichiometry	!	Enzyme discription	!	Compartment	!	Subsystem(Pathway)	!	Gene
ECOAH4	!	3HDCOA <-> DC2COA + H2O	!	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	( b3846  ||  b2341 )
ECOAH5	!	3HDDCOA <-> DD2COA + H2O	!	3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	( b3846  ||  b2341 )
ECOAH6	!	3HTDCOA <-> H2O + TD2COA	!	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	( b3846  ||  b2341 )
ECOAH7	!	3HHDCOA <-> H2O + HDD2COA	!	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	( b3846  ||  b2341 )
ECOAH8	!	3HODCOA <-> H2O + OD2COA	!	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)	!	Cytosol	!	Membrane Lipid Metabolism	!	( b3846  ||  b2341 )
EDA	!	2DDG6P -> G3P + PYR	!	2-dehydro-3-deoxy-phosphogluconate aldolase	!	Cytosol	!	Pentose Phosphate Pathway	!	b1850
EDD	!	6PGC -> 2DDG6P + H2O	!	6-phosphogluconate dehydratase	!	Cytosol	!	Pentose Phosphate Pathway	!	b1851
EDTXS1	!	DDCAACP + KDO2LIPID4 -> ACP + KDO2LIPID4L	!	Endotoxin Synthesis (lauroyl transferase)	!	Cytosol	!	Lipopolysaccharide Biosynthesis / Recycling	!	b1054
EDTXS2	!	KDO2LIPID4L + MYRSACP -> ACP + LIPA	!	Endotoxin Synthesis (myristoyl transferase)	!	Cytosol	!	Lipopolysaccharide Biosynthesis / Recycling	!	b1855
EDTXS3	!	HDEACP + KDO2LIPID4 -> ACP + KDO2LIPID4P	!	Endotoxin Synthesis (palmitoleoyl ACP)	!	Cytosol	!	Lipopolysaccharide Biosynthesis / Recycling	!	b2378
EDTXS4	!	KDO2LIPID4P + MYRSACP -> ACP + LIPA_COLD	!	Endotoxin Synthesis (myristoyl transferase)	!	Cytosol	!	Lipopolysaccharide Biosynthesis / Recycling	!	b1855
ENLIPAtex	!	ENLIPA_P  -> ENLIPA_E	!	phosphoethanolamine lipid A transport via vector (periplasm to extracellular)	!	Intercompartmental	!	Lipopolysaccharide Biosynthesis / Recycling	!	Unknown
ENO	!	2PG <-> H2O + PEP	!	enolase	!	Cytosol	!	Glycolysis/Gluconeogenesis	!	b2779
ENTCS	!	3* 23DHBA + 3* SERAMP -> 6* AMP + ENTER + 9* H	!	enterochelin synthase	!	Cytosol	!	Cofactor and Prosthetic Group Biosynthesis	!	b0583
ENTERES	!	ENTER + 3* H2O -> 3* 23DHBZS + 3* H	!	Enterochelin Esterase	!	Cytosol	!	Inorganic Ion Transport and Metabolism	!	b0585
ENTERES2	!	FEENTER + 3* H2O -> 3* 23DHBZS + FE3 + 3* H	!	Enterochelin Esterase (Fe containing)	!	Cytosol	!	Inorganic Ion Transport and Metabolism	!	b0585
ETHAAL	!	ETHA -> ACALD + NH4	!	Ethanolamine ammonia-lyase	!	Cytosol	!	Cell Envelope Biosynthesis	!	( b2440  &&  b2441 )
ETHAt2pp	!	ETHA_P  + H_P  -> ETHA_C  + H_C	!	ethanolamine transport in via proton symport	!	Intercompartmental	!	Transport, Inner Membrane	!	Unknown
ETHAtex	!	ETHA_E  <-> ETHA_P	!	ethanolamine transport via diffusion (extracellular)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ETHSO3abcpp	!	ATP_C  + ETHSO3_P  + H2O_C  -> ADP_C  + ETHSO3_C  + H_C  + PI_C	!	ethanesulfonate transport via ABC system (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	( b0936  &&  b0933  &&  b0934 )
ETHSO3tex	!	ETHSO3_E  <-> ETHSO3_P	!	ethanesulfonate transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
ETOHt2rpp	!	ETOH_P  + H_P  <-> ETOH_C  + H_C	!	ethanol reversible transport via proton symport (periplasm)	!	Intercompartmental	!	Transport, Inner Membrane	!	Unknown
ETOHtex	!	ETOH_E  <-> ETOH_P	!	ethanol transport via diffusion (extracellular to periplasm)	!	Intercompartmental	!	Transport, Outer Membrane Porin	!	( b0241  ||  b0929  ||  b1377  ||  b2215 )
EX_12ppd_R_e	!	12PPD_R <->	!	(R)-Propane-1,2-diol exchange	!	Extracellular space	!		!	Unknown
EX_12ppd_S_e	!	12PPD_S <->	!	(S)-Propane-1,2-diol exchange	!	Extracellular space	!		!	Unknown
EX_14glucan_e	!	14GLUCAN <->	!	1,4-alpha-D-glucan exchange	!	Extracellular space	!		!	Unknown
EX_15dap_e	!	15DAP <->	!	1,5-Diaminopentane exchange	!	Extracellular space	!		!	Unknown
EX_23camp_e	!	23CAMP <->	!	2',3'-Cyclic AMP exchange	!	Extracellular space	!		!	Unknown
EX_23ccmp_e	!	23CCMP <->	!	2',3'-Cyclic CMP exchange	!	Extracellular space	!		!	Unknown
EX_23cgmp_e	!	23CGMP <->	!	2',3'-Cyclic GMP exchange	!	Extracellular space	!		!	Unknown
EX_23cump_e	!	23CUMP <->	!	2',3'-Cyclic UMP exchange	!	Extracellular space	!		!	Unknown
EX_23dappa_e	!	23DAPPA <->	!	2,3-diaminopropionate exchange	!	Extracellular space	!		!	Unknown
EX_26dap_M_e	!	26DAP_M <->	!	meso-2,6-Diaminoheptanedioate exchange	!	Extracellular space	!		!	Unknown
EX_2ddglcn_e	!	2DDGLCN <->	!	2-Dehydro-3-deoxy-D-gluconate exchange	!	Extracellular space	!		!	Unknown
EX_34dhpac_e	!	34DHPAC <->	!	3,4-Dihydroxyphenylacetaldehyde exchange	!	Extracellular space	!		!	Unknown
EX_3amp_e	!	3AMP <->	!	3'-AMP exchange	!	Extracellular space	!		!	Unknown
EX_3cmp_e	!	3CMP <->	!	3'-cmp exchange	!	Extracellular space	!		!	Unknown
EX_3gmp_e	!	3GMP <->	!	3'-GMP exchange	!	Extracellular space	!		!	Unknown
EX_3hcinnm_e	!	3HCINNM <->	!	3-hydroxycinnamic acid exchange	!	Extracellular space	!		!	Unknown
EX_3hpppn_e	!	3HPPPN <->	!	3-(3-hydroxy-phenyl)propionate exchange	!	Extracellular space	!		!	Unknown
EX_3ump_e	!	3UMP <->	!	3'-UMP exchange	!	Extracellular space	!		!	Unknown
EX_4abut_e	!	4ABUT <->	!	4-Aminobutanoate exchange	!	Extracellular space	!		!	Unknown
EX_4hoxpacd_e	!	4HOXPACD <->	!	4-Hydroxyphenylacetaldehyde exchange	!	Extracellular space	!		!	Unknown
EX_5dglcn_e	!	5DGLCN <->	!	5-Dehydro-D-gluconate exchange	!	Extracellular space	!		!	Unknown
EX_ac_e	!	AC <->	!	Acetate exchange	!	Extracellular space	!		!	Unknown
EX_acac_e	!	ACAC <->	!	Acetoacetate exchange	!	Extracellular space	!		!	Unknown
EX_acald_e	!	ACALD <->	!	Acetaldehyde exchange	!	Extracellular space	!		!	Unknown
EX_acgal_e	!	ACGAL <->	!	N-Acetyl-D-galactosamine exchange	!	Extracellular space	!		!	Unknown
EX_acgal1p_e	!	ACGAL1P <->	!	N-Acetyl-D-galactosamine 1-phosphate exchange	!	Extracellular space	!		!	Unknown
EX_acgam_e	!	ACGAM <->	!	N-Acetyl-D-glucosamine exchange	!	Extracellular space	!		!	Unknown
EX_acgam1p_e	!	ACGAM1P <->	!	N-Acetyl-D-glucosamine 1-phosphate exchange	!	Extracellular space	!		!	Unknown
EX_acmana_e	!	ACMANA <->	!	N-Acetyl-D-mannosamine exchange	!	Extracellular space	!		!	Unknown
EX_acmum_e	!	ACMUM <->	!	N-Acetylmuramate exchange	!	Extracellular space	!		!	Unknown
EX_acnam_e	!	ACNAM <->	!	N-Acetylneuraminate exchange	!	Extracellular space	!		!	Unknown
EX_acolipa_e	!	ACOLIPA <->	!	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A exchange	!	Extracellular space	!		!	Unknown
EX_acser_e	!	ACSER <->	!	O-Acetyl-L-serine exchange	!	Extracellular space	!		!	Unknown
EX_ade_e	!	ADE <->	!	Adenine exchange	!	Extracellular space	!		!	Unknown
EX_adn_e	!	ADN <->	!	Adenosine exchange	!	Extracellular space	!		!	Unknown
EX_adocbl_e	!	ADOCBL <->	!	Adenosylcobalamin exchange	!	Extracellular space	!		!	Unknown
EX_ag_e	!	AG <->	!	silver exchange	!	Extracellular space	!		!	Unknown
EX_agm_e	!	AGM <->	!	Agmatine exchange	!	Extracellular space	!		!	Unknown
EX_akg_e	!	AKG <->	!	2-Oxoglutarate exchange	!	Extracellular space	!		!	Unknown
EX_alaala_e	!	ALAALA <->	!	D-Alanyl-D-alanine exchange	!	Extracellular space	!		!	Unknown
EX_ala_B_e	!	ALA_B <->	!	beta-Alanine exchange	!	Extracellular space	!		!	Unknown
EX_ala_D_e	!	ALA_D <->	!	D-Alanine exchange	!	Extracellular space	!		!	Unknown
EX_ala_L_e	!	ALA_L <->	!	L-Alanine exchange	!	Extracellular space	!		!	Unknown
EX_all_D_e	!	ALL_D <->	!	D-Allose exchange	!	Extracellular space	!		!	Unknown
EX_alltn_e	!	ALLTN <->	!	Allantoin exchange	!	Extracellular space	!		!	Unknown
EX_amp_e	!	AMP <->	!	AMP exchange	!	Extracellular space	!		!	Unknown
EX_anhgm_e	!	ANHGM <->	!	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange	!	Extracellular space	!		!	Unknown
EX_arab_L_e	!	ARAB_L <->	!	L-Arabinose exchange	!	Extracellular space	!		!	Unknown
EX_arbtn_e	!	ARBTN <->	!	aerobactin minus Fe3 exchange	!	Extracellular space	!		!	Unknown
EX_arbtn_fe3_e	!	ARBTN_FE3 <->	!	Aerobactin exchange	!	Extracellular space	!		!	Unknown
EX_arg_L_e	!	ARG_L <->	!	L-Arginine exchange	!	Extracellular space	!		!	Unknown
EX_ascb_L_e	!	ASCB_L <->	!	L-Ascorbate exchange	!	Extracellular space	!		!	Unknown
EX_asn_L_e	!	ASN_L <->	!	L-Asparagine exchange	!	Extracellular space	!		!	Unknown
EX_aso3_e	!	ASO3 <->	!	arsenite exchange	!	Extracellular space	!		!	Unknown
EX_asp_L_e	!	ASP_L <->	!	L-Aspartate exchange	!	Extracellular space	!		!	Unknown
EX_but_e	!	BUT <->	!	Butyrate (n-C4:0) exchange	!	Extracellular space	!		!	Unknown
EX_butso3_e	!	BUTSO3 <->	!	butanesulfonate exchange	!	Extracellular space	!		!	Unknown
EX_ca2_e	!	CA2 <->	!	Calcium exchange	!	Extracellular space	!		!	Unknown
EX_cbi_e	!	CBI <->	!	Cobinamide exchange	!	Extracellular space	!		!	Unknown
EX_cbl1_e	!	CBL1 <->	!	Cob(I)alamin exchange	!	Extracellular space	!		!	Unknown
EX_cd2_e	!	CD2 <->	!	Cadmium exchange	!	Extracellular space	!		!	Unknown
EX_cgly_e	!	CGLY <->	!	Cys-Gly exchange	!	Extracellular space	!		!	Unknown
EX_chol_e	!	CHOL <->	!	Choline exchange	!	Extracellular space	!		!	Unknown
EX_cit_e	!	CIT <->	!	Citrate exchange	!	Extracellular space	!		!	Unknown
EX_cl_e	!	CL <->	!	Chloride exchange	!	Extracellular space	!		!	Unknown
EX_cmp_e	!	CMP <->	!	CMP exchange	!	Extracellular space	!		!	Unknown
EX_co2_e	!	CO2 <->	!	CO2 exchange	!	Extracellular space	!		!	Unknown
EX_cobalt2_e	!	COBALT2 <->	!	Co2+ exchange	!	Extracellular space	!		!	Unknown
EX_colipa_e	!	COLIPA <->	!	core oligosaccharide lipid A exchange	!	Extracellular space	!		!	Unknown
EX_cpgn_e	!	CPGN <->	!	coprogen exchange	!	Extracellular space	!		!	Unknown
EX_cpgn_un_e	!	CPGN_UN <->	!	coprogen unloaded (no Fe(III)) exchange	!	Extracellular space	!		!	Unknown
EX_crn_e	!	CRN <->	!	L-Carnitine exchange	!	Extracellular space	!		!	Unknown
EX_csn_e	!	CSN <->	!	Cytosine exchange	!	Extracellular space	!		!	Unknown
EX_cu_e	!	CU <->	!	Cu+ exchange	!	Extracellular space	!		!	Unknown
EX_cu2_e	!	CU2 <->	!	Cu2+ exchange	!	Extracellular space	!		!	Unknown
EX_cyan_e	!	CYAN <->	!	Hydrogen cyanide exchange	!	Extracellular space	!		!	Unknown
EX_cynt_e	!	CYNT <->	!	Cyanate exchange	!	Extracellular space	!		!	Unknown
EX_cys_D_e	!	CYS_D <->	!	D-Cysteine exchange	!	Extracellular space	!		!	Unknown
EX_cys_L_e	!	CYS_L <->	!	L-Cysteine exchange	!	Extracellular space	!		!	Unknown
EX_cytd_e	!	CYTD <->	!	Cytidine exchange	!	Extracellular space	!		!	Unknown
EX_dad_2_e	!	DAD_2 <->	!	Deoxyadenosine exchange	!	Extracellular space	!		!	Unknown
EX_damp_e	!	DAMP <->	!	dAMP exchange	!	Extracellular space	!		!	Unknown
EX_dca_e	!	DCA <->	!	Decanoate (n-C10:0) exchange	!	Extracellular space	!		!	Unknown
EX_dcmp_e	!	DCMP <->	!	dCMP exchange	!	Extracellular space	!		!	Unknown
EX_dcyt_e	!	DCYT <->	!	Deoxycytidine exchange	!	Extracellular space	!		!	Unknown
EX_ddca_e	!	DDCA <->	!	Dodecanoate (n-C12:0) exchange	!	Extracellular space	!		!	Unknown
EX_dgmp_e	!	DGMP <->	!	dGMP exchange	!	Extracellular space	!		!	Unknown
EX_dgsn_e	!	DGSN <->	!	Deoxyguanosine exchange	!	Extracellular space	!		!	Unknown
EX_dha_e	!	DHA <->	!	Dihydroxyacetone exchange	!	Extracellular space	!		!	Unknown
EX_dimp_e	!	DIMP <->	!	dIMP exchange	!	Extracellular space	!		!	Unknown
EX_din_e	!	DIN <->	!	Deoxyinosine exchange	!	Extracellular space	!		!	Unknown
EX_dms_e	!	DMS <->	!	Dimethyl sulfide exchange	!	Extracellular space	!		!	Unknown
EX_dmso_e	!	DMSO <->	!	Dimethyl sulfoxide exchange	!	Extracellular space	!		!	Unknown
EX_dopa_e	!	DOPA <->	!	Dopamine exchange	!	Extracellular space	!		!	Unknown
EX_dtmp_e	!	DTMP <->	!	dTMP exchange	!	Extracellular space	!		!	Unknown
EX_dump_e	!	DUMP <->	!	dUMP exchange	!	Extracellular space	!		!	Unknown
EX_duri_e	!	DURI <->	!	Deoxyuridine exchange	!	Extracellular space	!		!	Unknown
EX_eca4colipa_e	!	ECA4COLIPA <->	!	(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange	!	Extracellular space	!		!	Unknown
EX_enlipa_e	!	ENLIPA <->	!	phosphoethanolamine KDO(2)-lipid (A) exchange	!	Extracellular space	!		!	Unknown
EX_enter_e	!	ENTER <->	!	Enterochelin exchange	!	Extracellular space	!		!	Unknown
EX_etha_e	!	ETHA <->	!	Ethanolamine exchange	!	Extracellular space	!		!	Unknown
EX_ethso3_e	!	ETHSO3 <->	!	ethanesulfonate exchange	!	Extracellular space	!		!	Unknown
EX_etoh_e	!	ETOH <->	!	Ethanol exchange	!	Extracellular space	!		!	Unknown
EX_f6p_e	!	F6P <->	!	D-fructose 6-phosphate exchange	!	Extracellular space	!		!	Unknown
EX_fald_e	!	FALD <->	!	Formaldehyde exchange	!	Extracellular space	!		!	Unknown
EX_fe2_e	!	FE2 <->	!	Fe2+ exchange	!	Extracellular space	!		!	Unknown
EX_fe3_e	!	FE3 <->	!	Fe3+ exchange	!	Extracellular space	!		!	Unknown
EX_fe3dcit_e	!	FE3DCIT <->	!	Fe(III)dicitrate exchange	!	Extracellular space	!		!	Unknown
EX_fe3dhbzs_e	!	FE3DHBZS <->	!	ferric 2,3-dihydroxybenzoylserine exchange	!	Extracellular space	!		!	Unknown
EX_fe3hox_e	!	FE3HOX <->	!	Fe(III)hydroxamate exchange	!	Extracellular space	!		!	Unknown
EX_fe3hox_un_e	!	FE3HOX_UN <->	!	Fe(III)hydoxamate, unloaded exchange	!	Extracellular space	!		!	Unknown
EX_fecrm_e	!	FECRM <->	!	Ferrichrome exchange	!	Extracellular space	!		!	Unknown
EX_fecrm_un_e	!	FECRM_UN <->	!	Ferrichrome minus Fe(III) exchange	!	Extracellular space	!		!	Unknown
EX_feenter_e	!	FEENTER <->	!	Fe-enterobactin exchange	!	Extracellular space	!		!	Unknown
EX_feoxam_e	!	FEOXAM <->	!	ferroxamine exchange	!	Extracellular space	!		!	Unknown
EX_feoxam_un_e	!	FEOXAM_UN <->	!	ferroxamine minus Fe(3) exchange	!	Extracellular space	!		!	Unknown
EX_for_e	!	FOR <->	!	Formate exchange	!	Extracellular space	!		!	Unknown
EX_fru_e	!	FRU <->	!	D-Fructose exchange	!	Extracellular space	!		!	Unknown
EX_frulys_e	!	FRULYS <->	!	fructoselysine exchange	!	Extracellular space	!		!	Unknown
EX_fruur_e	!	FRUUR <->	!	D-Fructuronate exchange	!	Extracellular space	!		!	Unknown
EX_fuc_L_e	!	FUC_L <->	!	L-Fucose exchange	!	Extracellular space	!		!	Unknown
EX_fum_e	!	FUM <->	!	Fumarate exchange	!	Extracellular space	!		!	Unknown
EX_g1p_e	!	G1P <->	!	D-Glucose 1-phosphate exchange	!	Extracellular space	!		!	Unknown
EX_g3pc_e	!	G3PC <->	!	sn-Glycero-3-phosphocholine exchange	!	Extracellular space	!		!	Unknown
EX_g3pe_e	!	G3PE <->	!	sn-Glycero-3-phosphoethanolamine exchange	!	Extracellular space	!		!	Unknown
EX_g3pg_e	!	G3PG <->	!	Glycerophosphoglycerol exchange	!	Extracellular space	!		!	Unknown
EX_g3pi_e	!	G3PI <->	!	sn-Glycero-3-phospho-1-inositol exchange	!	Extracellular space	!		!	Unknown
EX_g3ps_e	!	G3PS <->	!	Glycerophosphoserine exchange	!	Extracellular space	!		!	Unknown
EX_g6p_e	!	G6P <->	!	D-Glucose 6-phosphate exchange	!	Extracellular space	!		!	Unknown
EX_gal_e	!	GAL <->	!	D-Galactose exchange	!	Extracellular space	!		!	Unknown
EX_gal1p_e	!	GAL1P <->	!	alpha-D-Galactose 1-phosphate exchange	!	Extracellular space	!		!	Unknown
EX_gal_bD_e	!	GAL_BD <->	!	beta D-Galactose exchange	!	Extracellular space	!		!	Unknown
EX_galct_D_e	!	GALCT_D <->	!	D-Galactarate exchange	!	Extracellular space	!		!	Unknown
EX_galctn_D_e	!	GALCTN_D <->	!	D-Galactonate exchange	!	Extracellular space	!		!	Unknown
EX_galctn_L_e	!	GALCTN_L <->	!	L-Galactonate exchange	!	Extracellular space	!		!	Unknown
EX_galt_e	!	GALT <->	!	Galactitol exchange	!	Extracellular space	!		!	Unknown
EX_galur_e	!	GALUR <->	!	D-Galacturonate exchange	!	Extracellular space	!		!	Unknown
EX_gam_e	!	GAM <->	!	D-Glucosamine exchange	!	Extracellular space	!		!	Unknown
EX_gam6p_e	!	GAM6P <->	!	D-Glucosamine 6-phosphate exchange	!	Extracellular space	!		!	Unknown
EX_gbbtn_e	!	GBBTN <->	!	gamma-butyrobetaine exchange	!	Extracellular space	!		!	Unknown
EX_gdp_e	!	GDP <->	!	GDP exchange	!	Extracellular space	!		!	Unknown
EX_glc_e	!	GLC_D <->	!	D-Glucose exchange	!	Extracellular space	!		!	Unknown
EX_glcn_e	!	GLCN <->	!	D-Gluconate exchange	!	Extracellular space	!		!	Unknown
EX_glcr_e	!	GLCR <->	!	D-Glucarate exchange	!	Extracellular space	!		!	Unknown
EX_glcur_e	!	GLCUR <->	!	D-Glucuronate exchange	!	Extracellular space	!		!	Unknown
EX_glcur1p_e	!	GLCUR1P <->	!	D-Glucuronate 1-phosphate exchange	!	Extracellular space	!		!	Unknown
EX_gln_L_e	!	GLN_L <->	!	L-Glutamine exchange	!	Extracellular space	!		!	Unknown
EX_glu_L_e	!	GLU_L <->	!	L-Glutamate exchange	!	Extracellular space	!		!	Unknown
EX_gly_e	!	GLY <->	!	Glycine exchange	!	Extracellular space	!		!	Unknown
EX_glyald_e	!	GLYALD <->	!	D-Glyceraldehyde exchange	!	Extracellular space	!		!	Unknown
EX_glyb_e	!	GLYB <->	!	Glycine betaine exchange	!	Extracellular space	!		!	Unknown
EX_glyc_e	!	GLYC <->	!	Glycerol exchange	!	Extracellular space	!		!	Unknown
EX_glyc2p_e	!	GLYC2P <->	!	Glycerol 2-phosphate exchange	!	Extracellular space	!		!	Unknown
EX_glyc3p_e	!	GLYC3P <->	!	Glycerol 3-phosphate exchange	!	Extracellular space	!		!	Unknown
EX_glyclt_e	!	GLYCLT <->	!	Glycolate exchange	!	Extracellular space	!		!	Unknown
EX_glyc_R_e	!	GLYC_R <->	!	(R)-Glycerate exchange	!	Extracellular space	!		!	Unknown
EX_gmp_e	!	GMP <->	!	GMP exchange	!	Extracellular space	!		!	Unknown
EX_gsn_e	!	GSN <->	!	Guanosine exchange	!	Extracellular space	!		!	Unknown
EX_gthox_e	!	GTHOX <->	!	Oxidized glutathione exchange	!	Extracellular space	!		!	Unknown
EX_gthrd_e	!	GTHRD <->	!	Reduced glutathione exchange	!	Extracellular space	!		!	Unknown
EX_gtp_e	!	GTP <->	!	GTP exchange	!	Extracellular space	!		!	Unknown
EX_gua_e	!	GUA <->	!	Guanine exchange	!	Extracellular space	!		!	Unknown
EX_h_e	!	H <->	!	H+ exchange	!	Extracellular space	!		!	Unknown
EX_h2_e	!	H2 <->	!	H2 exchange	!	Extracellular space	!		!	Unknown
EX_h2o_e	!	H2O <->	!	H2O exchange	!	Extracellular space	!		!	Unknown
EX_h2o2_e	!	H2O2 <->	!	Hydrogen peroxide exchange	!	Extracellular space	!		!	Unknown
EX_h2s_e	!	H2S <->	!	Hydrogen sulfide exchange	!	Extracellular space	!		!	Unknown
EX_hacolipa_e	!	HACOLIPA <->	!	hepta-acylated core oligosaccharide lipid A (E. coli) exchange	!	Extracellular space	!		!	Unknown
EX_halipa_e	!	HALIPA <->	!	hepta-acylated KDO(2)-lipid (A) exchange	!	Extracellular space	!		!	Unknown
EX_hdca_e	!	HDCA <->	!	Hexadecanoate (n-C16:0) exchange	!	Extracellular space	!		!	Unknown
EX_hdcea_e	!	HDCEA <->	!	hexadecenoate (n-C16:1) exchange	!	Extracellular space	!		!	Unknown
EX_hg2_e	!	HG2 <->	!	Hg2+ exchange	!	Extracellular space	!		!	Unknown
EX_his_L_e	!	HIS_L <->	!	L-Histidine exchange	!	Extracellular space	!		!	Unknown
EX_hom_L_e	!	HOM_L <->	!	L-Homoserine exchange	!	Extracellular space	!		!	Unknown
EX_hxa_e	!	HXA <->	!	Hexanoate (n-C6:0) exchange	!	Extracellular space	!		!	Unknown
EX_hxan_e	!	HXAN <->	!	Hypoxanthine exchange	!	Extracellular space	!		!	Unknown
EX_idon_L_e	!	IDON_L <->	!	L-Idonate exchange	!	Extracellular space	!		!	Unknown
EX_ile_L_e	!	ILE_L <->	!	L-Isoleucine exchange	!	Extracellular space	!		!	Unknown
EX_imp_e	!	IMP <->	!	IMP exchange	!	Extracellular space	!		!	Unknown
EX_indole_e	!	INDOLE <->	!	Indole exchange	!	Extracellular space	!		!	Unknown
EX_inost_e	!	INOST <->	!	myo-Inositol exchange	!	Extracellular space	!		!	Unknown
EX_ins_e	!	INS <->	!	Inosine exchange	!	Extracellular space	!		!	Unknown
EX_isetac_e	!	ISETAC <->	!	Isethionic acid exchange	!	Extracellular space	!		!	Unknown
EX_k_e	!	K <->	!	K+ exchange	!	Extracellular space	!		!	Unknown
EX_kdo2lipid4_e	!	KDO2LIPID4 <->	!	KDO(2)-lipid IV(A) exchange	!	Extracellular space	!		!	Unknown
EX_lac_D_e	!	LAC_D <->	!	D-lactate exchange	!	Extracellular space	!		!	Unknown
EX_lac_L_e	!	LAC_L <->	!	L-Lactate exchange	!	Extracellular space	!		!	Unknown
EX_LalaDgluMdap_e	!	LALADGLUMDAP <->	!	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate exchange	!	Extracellular space	!		!	Unknown
EX_LalaDgluMdapDala_e	!	LALADGLUMDAPDALA <->	!	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine exchange	!	Extracellular space	!		!	Unknown
EX_lcts_e	!	LCTS <->	!	Lactose exchange	!	Extracellular space	!		!	Unknown
EX_leu_L_e	!	LEU_L <->	!	L-Leucine exchange	!	Extracellular space	!		!	Unknown
EX_lipa_e	!	LIPA <->	!	KDO(2)-lipid (A) exchange	!	Extracellular space	!		!	Unknown
EX_lipa_cold_e	!	LIPA_COLD <->	!	cold adapted KDO(2)-lipid (A) exchange	!	Extracellular space	!		!	Unknown
EX_lys_L_e	!	LYS_L <->	!	L-Lysine exchange	!	Extracellular space	!		!	Unknown
EX_lyx_L_e	!	LYX_L <->	!	L-Lyxose exchange	!	Extracellular space	!		!	Unknown
EX_mal_D_e	!	MAL_D <->	!	D-Malate exchange	!	Extracellular space	!		!	Unknown
EX_mal_L_e	!	MAL_L <->	!	L-Malate exchange	!	Extracellular space	!		!	Unknown
EX_malt_e	!	MALT <->	!	Maltose exchange	!	Extracellular space	!		!	Unknown
EX_malthx_e	!	MALTHX <->	!	Maltohexaose exchange	!	Extracellular space	!		!	Unknown
EX_maltpt_e	!	MALTPT <->	!	Maltopentaose exchange	!	Extracellular space	!		!	Unknown
EX_malttr_e	!	MALTTR <->	!	Maltotriose exchange	!	Extracellular space	!		!	Unknown
EX_maltttr_e	!	MALTTTR <->	!	Maltotetraose exchange	!	Extracellular space	!		!	Unknown
EX_man_e	!	MAN <->	!	D-Mannose exchange	!	Extracellular space	!		!	Unknown
EX_man6p_e	!	MAN6P <->	!	D-Mannose 6-phosphate exchange	!	Extracellular space	!		!	Unknown
EX_manglyc_e	!	MANGLYC <->	!	2(alpha-D-Mannosyl)-D-glycerate exchange	!	Extracellular space	!		!	Unknown
EX_melib_e	!	MELIB <->	!	Melibiose exchange	!	Extracellular space	!		!	Unknown
EX_met_D_e	!	MET_D <->	!	D-Methionine exchange	!	Extracellular space	!		!	Unknown
EX_met_L_e	!	MET_L <->	!	L-Methionine exchange	!	Extracellular space	!		!	Unknown
EX_metsox_R_L_e	!	METSOX_R_L <->	!	L-methionine-R-sulfoxide exchange	!	Extracellular space	!		!	Unknown
EX_metsox_S_L_e	!	METSOX_S_L <->	!	L-Methionine S-oxide exchange	!	Extracellular space	!		!	Unknown
EX_mg2_e	!	MG2 <->	!	Mg exchange	!	Extracellular space	!		!	Unknown
EX_minohp_e	!	MINOHP <->	!	myo-Inositol hexakisphosphate exchange	!	Extracellular space	!		!	Unknown
EX_mmet_e	!	MMET <->	!	S-Methyl-L-methionine exchange	!	Extracellular space	!		!	Unknown
EX_mn2_e	!	MN2 <->	!	Mn2+ exchange	!	Extracellular space	!		!	Unknown
EX_mnl_e	!	MNL <->	!	D-Mannitol exchange	!	Extracellular space	!		!	Unknown
EX_mobd_e	!	MOBD <->	!	Molybdate exchange	!	Extracellular space	!		!	Unknown
EX_mso3_e	!	MSO3 <->	!	methanesulfonate exchange	!	Extracellular space	!		!	Unknown
EX_n2o_e	!	N2O <->	!	Nitrous oxide exchange	!	Extracellular space	!		!	Unknown
EX_na1_e	!	NA1 <->	!	Sodium exchange	!	Extracellular space	!		!	Unknown
EX_nac_e	!	NAC <->	!	Nicotinate exchange	!	Extracellular space	!		!	Unknown
EX_nh4_e	!	NH4 <->	!	Ammonia exchange	!	Extracellular space	!		!	Unknown
